T14,Gross domestic product and gross domestic product per capita,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
17,Middle Africa,2005,GDP in constant 2010 prices (millions of US dollars),138734.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
17,Middle Africa,2010,GDP in constant 2010 prices (millions of US dollars),189701.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
17,Middle Africa,2015,GDP in constant 2010 prices (millions of US dollars),238018.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
17,Middle Africa,2018,GDP in constant 2010 prices (millions of US dollars),236346.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
17,Middle Africa,2019,GDP in constant 2010 prices (millions of US dollars),239144.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
17,Middle Africa,2020,GDP in constant 2010 prices (millions of US dollars),233475.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
17,Middle Africa,1995,GDP real rates of growth (percent),6.80,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
17,Middle Africa,2005,GDP real rates of growth (percent),9.20,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
17,Middle Africa,2010,GDP real rates of growth (percent),4.70,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
17,Middle Africa,2015,GDP real rates of growth (percent),1.80,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
17,Middle Africa,2018,GDP real rates of growth (percent),0.20,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
17,Middle Africa,2019,GDP real rates of growth (percent),1.20,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
17,Middle Africa,2020,GDP real rates of growth (percent),-2.40,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,1995,GDP in current prices (millions of US dollars),168902.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2005,GDP in current prices (millions of US dollars),279461.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2010,GDP in current prices (millions of US dollars),406090.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2015,GDP in current prices (millions of US dollars),349590.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2018,GDP in current prices (millions of US dollars),407616.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2019,GDP in current prices (millions of US dollars),389284.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2020,GDP in current prices (millions of US dollars),334742.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,1995,GDP per capita (US dollars),3566.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2005,GDP per capita (US dollars),5114.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2010,GDP per capita (US dollars),6956.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2015,GDP per capita (US dollars),5550.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2018,GDP per capita (US dollars),6200.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2019,GDP per capita (US dollars),5842.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2020,GDP per capita (US dollars),4959.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,1995,GDP in constant 2010 prices (millions of US dollars),190432.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2005,GDP in constant 2010 prices (millions of US dollars),265154.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2010,GDP in constant 2010 prices (millions of US dollars),310369.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2015,GDP in constant 2010 prices (millions of US dollars),349590.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2018,GDP in constant 2010 prices (millions of US dollars),359876.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2019,GDP in constant 2010 prices (millions of US dollars),360951.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2020,GDP in constant 2010 prices (millions of US dollars),335556.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,1995,GDP real rates of growth (percent),3.30,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2005,GDP real rates of growth (percent),5.20,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2010,GDP real rates of growth (percent),3.30,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2015,GDP real rates of growth (percent),1.20,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2018,GDP real rates of growth (percent),1.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2019,GDP real rates of growth (percent),0.30,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
18,Southern Africa,2020,GDP real rates of growth (percent),-7.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
11,Western Africa,1995,GDP in current prices (millions of US dollars),105290.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
11,Western Africa,2005,GDP in current prices (millions of US dollars),263386.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
11,Western Africa,2010,GDP in current prices (millions of US dollars),508151.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
11,Western Africa,2015,GDP in current prices (millions of US dollars),685378.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
11,Western Africa,2018,GDP in current prices (millions of US dollars),668461.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
11,Western Africa,2019,GDP in current prices (millions of US dollars),725408.00,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
